date;heure;dept;com;adresse;carr;segm;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh
2012-04-07;14:50;75;110;76, RUE DU CHATEAU D EAU;;;RUE DU CHATEAU D EAU;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-03-03;11:25;75;110;77, RUE DU FAUBOURG SAIN;;;RUE DU FAUBOURG SAINT DENIS;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-28;20:25;75;110;16, RUE DE LA FIDELITE;;;RUE DE LA FIDELITE;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-04-06;20:50;75;110;88, RUE DU FAUBOURG SAIN;;;RUE DU FAUBOURG SAINT DENIS;;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2013-03-11;22:25;75;110;45, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-30;21:20;75;110;32, BOULEVARD DE MAGENTA;;;BOULEVARD DE MAGENTA;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-28;18:40;75;110;45, RUE DU CHATEAU D EAU;;;RUE DU CHATEAU D EAU;;Bicy;A;;;;;Piéto;BL;A;;;;;;;;;
2013-04-30;09:10;75;110;45, RUE DU CHATEAU D EAU;;;RUE DU CHATEAU D EAU;;Bicy;A;Bicy;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-11-23;18:35;75;110;57, RUE DU FAUBOURG SAIN;;;RUE DU FAUBOURG SAINT MARTIN;;Moto>125;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;
2013-03-02;13:00;75;110;147, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT MARTIN;;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-06-06;08:40;75;110;145, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT MARTIN;;VU;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-22;16:40;75;110;13, RUE DES RECOLLETS;;;RUE DES RECOLLETS;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-09-05;12:30;75;110;119, QUAI DE VALMY;;;QUAI DE VALMY;;Bicy;A;Scoo<=50;Z;;;Cond;BL;A;;;;;;;;;
2012-07-08;18:50;75;110;10, RUE DE L AQUEDUC;;;RUE DE L AQUEDUC;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-07-07;15:25;75;110;195, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT DENIS;;Scoo50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2013-12-02;15:00;75;110;226, RUE DU FAUBOURG SAI;;;RUE DU FAUBOURG SAINT DENIS;;Bus;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-04-17;15:10;75;110;RUE LA FAYETTE;;;RUE LA FAYETTE;;VL;A;VL;B;Scoo>125;C;Cond;Indem;A;Cond;Indem;B;Cond;BL;C;Cond;Indem;D
2012-05-25;17:30;75;110;57, RUE LOUIS BLANC;;;RUE LOUIS BLANC;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-28;17:45;75;110;61, RUE LOUIS BLANC;;;RUE LOUIS BLANC;;Scoo50-125;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-08-27;14:15;75;110;21, RUE DE DUNKERQUE;;;RUE DE DUNKERQUE;;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-01-23;10:40;75;110;164, BOULEVARD DE MAGENT;;;BOULEVARD DE MAGENTA;;Bicy;A;Bus;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-01-21;20:35;75;110;153, BOULEVARD DE MAGENT;;;BOULEVARD DE MAGENTA;;Scoo>125;A;;;;;Cond;BH;A;;;;;;;;;
2013-06-10;12:50;75;110;33, BOULEVARD DE LA CHAP;;;BOULEVARD DE LA CHAPELLE;;Moto>125;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-10-09;09:10;75;110;13, RUE DU FAUBOURG DU T;;;RUE DU FAUBOURG DU TEMPLE;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-08-25;23:25;75;110;125, BOULEVARD DE LA VIL;;;BOULEVARD DE LA VILLETTE;;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-06-16;20:00;75;110;7, BOULEVARD DE LA VILLE;;;BOULEVARD DE LA VILLETTE;;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-05-24;13:50;75;110;29, BOULEVARD DE LA VILL;;;BOULEVARD DE LA VILLETTE;;VL;A;VL;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2013-11-05;10:20;75;110;25, BOULEVARD DE LA VILL;;;BOULEVARD DE LA VILLETTE;;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-03-15;17:25;75;110;107, RUE DU FAUBOURG DU;;;RUE DU FAUBOURG DU TEMPLE;;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-07-29;02:45;75;110;140, QUAI DE JEMMAPES;;;QUAI DE JEMMAPES;;Bicy;A;Scoo>125;Z;;;Cond;BL;A;;;;;;;;;
2012-03-14;19:30;75;110;06, AVENUE CLAUDE VELLEF;;;AVENUE CLAUDE VELLEFAUX;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-01-14;19:00;75;110;23, AVENUE CLAUDE VELLEF;;;AVENUE CLAUDE VELLEFAUX;;Scoo>125;A;;;;;Piéto;Tué;A;Cond;Indem;A;;;;;;
2013-01-15;14:30;75;110;20, RUE DES ECLUSES SAIN;;;RUE DES ECLUSES SAINT MARTIN;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-02-08;21:00;75;110;191, RUE SAINT MAUR;;;RUE SAINT MAUR;;Scoo<=50;Z;;;;;Piéto;BL;Z;;;;;;;;;
2013-11-30;10:00;75;110;80, QUAI DE JEMMAPES;;;QUAI DE JEMMAPES;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-08-29;13:00;75;110;74, QUAI DE JEMMAPES;;;QUAI DE JEMMAPES;;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-12;09:00;75;110;69, QUAI DE VALMY;;;QUAI DE VALMY;;VL;A;Scoo50-125;B;;;Cond;BL;B;Pass;BL;B;Cond;Indem;A;;;
2013-07-09;16:00;75;110;71, QUAI DE VALMY;;;QUAI DE VALMY;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-10-05;08:53;75;110;RUE DU FAUBOURG DU TEMPL;;;RUE DU FAUBOURG DU TEMPLE;;PL>7,5;A;Moto50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-12-22;16:05;75;110;133, RUE DU FAUBOURG DU;;;RUE DU FAUBOURG DU TEMPLE;;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-07-02;09:55;75;110;155, BOULEVARD DE LA VIL;;;BOULEVARD DE LA VILLETTE;;Scoo50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2013-04-14;15:30;75;110;155, BOULEVARD DE LA VIL;;;BOULEVARD DE LA VILLETTE;;VL;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2013-12-06;03:30;75;110;192, QUAI DE JEMMAPES;;;QUAI DE JEMMAPES;;Scoo<=50;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-09-03;11:55;75;111;94, RUE DE CHARONNE;1_75111_10036;;RUE DE CHARONNE;RUE RICHARD LENOIR;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-10-10;15:00;75;111;39, RUE FAIDHERBE;1_75111_10037;;RUE FAIDHERBE;RUE JEAN MACE;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-08-24;18:00;75;111;152, BOULEVARD VOLTAIRE;1_75111_10047;;BOULEVARD VOLTAIRE;RUE FRANCOIS DE NEUFCHATEAU;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-01-26;21:00;75;111;27, RUE FAIDHERBE;1_75111_10078;;RUE FAIDHERBE;RUE CHANZY;Cyclo;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-11-30;18:10;75;111;158, BOULEVARD VOLTAIRE;1_75111_10086;;BOULEVARD VOLTAIRE;RUE GOBERT;Scoo50-125;A;Scoo50-125;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;
2012-06-03;16:00;75;111;01, RUE SAINT MAUR;1_75111_10109;;RUE SAINT MAUR;RUE DE LA ROQUETTE;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-07-18;14:20;75;111;133, RUE DE LA ROQUETTE;1_75111_10109;;RUE DE LA ROQUETTE;RUE SAINT MAUR;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-09-13;14:06;75;111;158, RUE DE LA ROQUETTE;1_75111_10109;;RUE DE LA ROQUETTE;RUE LEON FROT;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-19;11:30;75;111;172, BOULEVARD VOLTAIRE;1_75111_10143;;BOULEVARD VOLTAIRE;CITE DE PHALSBOURG;Scoo<=50;A;;;;;Piéto;BL;A;Cond;BL;A;;;;;;
2012-11-30;20:45;75;111;149, BOULEVARD VOLTAIRE;1_75111_10143;;BOULEVARD VOLTAIRE;CITE DE PHALSBOURG;Bicy;A;Scoo50-125;B;;;Cond;BL;A;Cond;BL;B;Pass;BL;B;;;
2013-05-12;23:50;75;111;237, RUE DU FAUBOURG SAI;1_75111_10147;;RUE DU FAUBOURG SAINT ANTOINE;RUE FAIDHERBE;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-21;20:55;75;111;3, RUE SERVAN;1_75111_10148;;RUE SERVAN;RUE DE LA ROQUETTE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-12-11;23:40;75;111;RUE DE LA ROQUETTE;1_75111_10148;;RUE DE LA ROQUETTE;RUE SERVAN;Cyclo;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-03-02;17:50;75;111;111, BOULEVARD DE MENILM;1_75111_10160;;BOULEVARD DE MENILMONTANT;RUE DES BLUETS;Cyclo;A;VL;Z;;;Cond;BL;A;Pass;BL;A;;;;;;
2013-08-30;19:55;75;111;RUE DURANTI;1_75111_10279;;RUE DURANTI;RUE DE LA FOLIE REGNAULT;Scoo50-125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;
2012-03-29;11:15;75;111;81, BOULEVARD DE MENILMO;1_75111_10294;;BOULEVARD DE MENILMONTANT;RUE SPINOZA;Scoo<=50;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-04-20;16:05;75;111;172, RUE DE LA ROQUETTE;1_75111_10314;;RUE DE LA ROQUETTE;RUE MERLIN;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2012-05-26;01:40;75;111;166, RUE DE LA ROQUETTE;1_75111_10314;;RUE DE LA ROQUETTE;RUE MERLIN;Scoo<=50;A;Scoo50-125;Z;;;Cond;BL;A;;;;;;;;;
2012-02-21;21:05;75;111;216, BOULEVARD VOLTAIRE;1_75111_10453;;BOULEVARD VOLTAIRE;RUE CHANZY;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-13;10:38;75;119;RUE MANIN;1_75119_10253;;RUE MANIN;RUE DE CRIMEE;VL;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-02-15;22:40;75;119;140, AVENUE JEAN JAURES;1_75119_10325;;AVENUE JEAN JAURES;RUE D HAUTPOUL;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-05-06;13:00;75;119;66, RUE PETIT;1_75119_10374;;RUE PETIT;RUE D HAUTPOUL;Cyclo;A;Scoo<=50;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2013-12-19;09:25;75;119;PLACE AUGUSTE BARON;1_75119_10479;;PLACE AUGUSTE BARON;NON DENOMMEE DI/19;VU;A;VU;B;VU;C;Cond;Indem;C;Cond;BL;B;Cond;Indem;A;;;
2013-08-27;19:50;75;119;1, PLACE AUGUSTE BARON;1_75119_10514;;PLACE AUGUSTE BARON;ECH VILLETTE-DE/19;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-04-23;17:00;75;119;139, RUE DE BELLEVILLE;1_75119_10585;;RUE DE BELLEVILLE;RUE LASSUS;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-04;07:00;75;119;18-26, RUE GOUBET;1_75119_10633;;RUE GOUBET;RUE PETIT;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-02-05;08:35;75;119;RUE DAVID D ANGERS;1_75119_10684;;RUE DAVID D ANGERS;RUE FRANCOIS PINTON;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-10-30;18:30;75;119;46, RUE MANIN;1_75119_10786;;RUE MANIN;RUE DES CARRIERES D AMERIQUE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-01-05;22:00;75;119;221, RUE DE BELLEVILLE;1_75119_11030;;RUE DE BELLEVILLE;RUE COMPANS;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2013-06-05;19:40;75;119;211, RUE DE BELLEVILLE;1_75119_11030;;RUE DE BELLEVILLE;RUE COMPANS;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BH;A;;;
2012-01-24;18:30;75;119;1, PLACE DE LA PORTE DE;1_75119_11035;;PLACE DE LA PORTE DE PANTIN;AVENUE JEAN JAURES;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-12-19;01:05;75;119;AVENUE DE LA PORTE DE PA;1_75119_11035;;PLACE DE LA PORTE DE PANTIN;AVENUE JEAN JAURES;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-14;16:50;75;119;1, PLACE DE LA PORTE DE;1_75119_11053;;PLACE DE LA PORTE DE PANTIN;ECH PANTIN-DB/19;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-04-17;11:50;75;119;PORTE DE PANTIN;1_75119_11053;;BOULEVARD SERURIER;AVENUE JEAN JAURES;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-07-26;09:16;75;119;150, BOULEVARD SERURIER;1_75119_11060;;BOULEVARD SERURIER;BOULEVARD D INDOCHINE;Moto>125;A;VU;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-11-27;02:10;75;119;AVENUE DE LA PORTE DE PA;1_75119_11067;;PLACE DE LA PORTE DE PANTIN;BOULEVARD SERURIER;Scoo<=50;A;VL;Z;;;Cond;BH;A;;;;;;;;;
2012-09-15;11:30;75;119;BPE PANTIN VILLETTE;1_75119_11126;;BP PERIPHERIQUE EXTERIEUR;ECH PANTIN-DA/19;VL;A;VL;B;VL;C;Cond;Indem;A;Cond;Indem;B;Cond;Indem;C;Cond;BL;D
2013-10-18;16:20;75;119;22, RUE DES BOIS;1_75119_11218;;RUE DES BOIS;RUE DU DOCTEUR POTAIN;VL;A;;;;;Cond;Indem;A;Troll;BL;A;;;;;;
2013-09-04;09:50;75;119;14, RUE DE LA MARSEILLAI;1_75119_11222;;RUE DE LA MARSEILLAISE;RUE DE LA GRENADE;VL;A;Moto>125;B;VL;Z;Cond;Indem;A;Cond;BH;B;;;;;;
2013-11-02;18:00;75;119;9, BOULEVARD D ALGERIE;1_75119_11398;;BOULEVARD D ALGERIE;RUE ALPHONSE AULARD;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-11-21;18:20;75;119;PORTE DU PRE SAINT GERVA;1_75119_11460;;BD PERIPHERIQUE INTERIEUR;ECH PRE SAINT GERVAIS-CT/19;Moto50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2012-05-31;20:05;75;119;22, AVENUE DE LA PORTE D;1_75119_11509;;AVENUE DE LA PORTE DU PRE SAINT GERVAIS;NON DENOMMEE CU/19;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-05-30;06:30;75;119;278, RUE DE BELLEVILLE;1_75119_11559;;RUE DE BELLEVILLE;RUE HAXO;Scoo<=50;A;PL<=7,5;Z;;;Cond;BL;A;Pass;BL;A;;;;;;
2012-12-22;09:10;75;119;293, RUE DE BELLEVILLE;1_75119_11559;;RUE DE BELLEVILLE;RUE HAXO;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-06-16;00:25;75;119;AVENUE DE LA PORTE DES L;1_75119_11974;;AVENUE DE LA PORTE DES LILAS;PLACE DU MAQUIS DU VERCORS;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2013-01-11;17:25;75;119;PLACE DU MAQUIS DU VERCO;1_75119_11974;;PLACE DU MAQUIS DU VERCORS;AVENUE DE LA PORTE DES LILAS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-12-19;10:00;75;119;3, RUE DE KABYLIE;1_75119_8728;;RUE DE KABYLIE;BOULEVARD DE LA VILLETTE;VL;A;Scoo<=50;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-06-21;11:45;75;119;12, RUE DE TANGER;1_75119_8738;;RUE DE TANGER;RUE GASTON REBUFFAT;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2013-12-13;13:40;75;119;64, RUE RIQUET;1_75119_8763;;RUE RIQUET;RUE D AUBERVILLIERS;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-07-06;19:55;75;119;BOULEVARD DE LA VILLETTE;1_75119_8821;;BOULEVARD DE LA VILLETTE;AVENUE DE FLANDRE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-13;20:45;75;119;4, PLACE DE LA BATAILLE;1_75119_8821;;PLACE DE LA BATAILLE DE STALINGRAD;AVENUE DE FLANDRE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2013-04-26;20:45;75;119;RUE D AUBERVILLIERS;1_75119_8875;;RUE D AUBERVILLIERS;RUE RAYMOND RADIGUET;VU;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-13;18:15;75;119;140, RUE D AUBERVILLIERS;1_75119_8875;;RUE D AUBERVILLIERS;RUE RAYMOND RADIGUET;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-13;06:45;75;119;23, AVENUE DE LA PORTE D;1_75119_8942;;AVENUE DE LA PORTE D AUBERVILLIERS;PLACE SKANDERBEG;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-08-06;12:35;75;119;2, AVENUE JEAN JAURES;1_75119_8956;;AVENUE JEAN JAURES;PLACE DE LA BATAILLE DE STALINGRAD;Cyclo;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-11-16;01:00;75;119;PLACE DU COLONEL FABIEN;1_75119_8979;;PLACE DU COLONEL FABIEN;RUE DE MEAUX;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-07-22;18:55;75;119;28, AVENUE DE FLANDRE;1_75119_8999;;AVENUE DE FLANDRE;RUE DE SOISSONS;VL;A;;;;;Cond;Indem;A;Piéto;Tué;A;Piéto;Tué;A;;;
2013-06-23;01:50;75;119;AVENUE DE FLANDRE;1_75119_8999;;AVENUE DE FLANDRE;RUE DU MAROC;VL;A;VL;B;Cyclo;C;Cond;Indem;B;Cond;BL;C;Pass;BL;C;Cond;Indem;A
2013-11-29;11:25;75;119;8, AVENUE DE LA PORTE D;1_75119_9017;;AVENUE DE LA PORTE D AUBERVILLIERS;RUE EMILE BOLLAERT;VL;Z;;;;;Piéto;BH;Z;;;;;;;;;
2012-04-23;18:50;75;119;RUE DE CRIMEE;1_75119_9084;;RUE DE CRIMEE;RUE GASTON TESSIER;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-10-28;16:10;75;119;RUE DE CRIMEE;1_75119_9084;;RUE DE CRIMEE;RUE GASTON TESSIER;Moto>125;A;;;;;Pass;BL;A;Cond;Indem;A;;;;;;
2013-05-11;13:15;75;119;251, RUE DE CRIMEE;1_75119_9084;;RUE DE CRIMEE;RUE GASTON TESSIER;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-05-20;19:30;75;119;90, BOULEVARD DE LA VILL;1_75119_9109;;BOULEVARD DE LA VILLETTE;RUE HENRI TUROT;Moto50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-10-16;16:25;75;119;70, RUE CURIAL;1_75119_9222;;RUE CURIAL;RUE DE L OURCQ;Car;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-01-15;21:30;75;119;54, AVENUE DE FLANDRE;1_75119_9250;;AVENUE DE FLANDRE;RUE DE ROUEN;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-08-23;14:50;75;119;131, AVENUE SIMON BOLIVA;1_75119_9282;;AVENUE SIMON BOLIVAR;RUE BASTE;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-02-21;18:20;75;119;98, AVENUE SIMON BOLIVAR;1_75119_9301;;AVENUE SIMON BOLIVAR;RUE DES CHAUFOURNIERS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-03-13;08:00;75;119;98, AVENUE SIMON BOLIVAR;1_75119_9301;;AVENUE SIMON BOLIVAR;RUE DES CHAUFOURNIERS;VL;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2013-04-07;02:20;75;119;88, AVENUE SIMON BOLIVAR;1_75119_9310;;AVENUE SIMON BOLIVAR;RUE HENRI TUROT;Scoo50-125;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-06-27;20:05;75;119;109, AVENUE SIMON BOLIVA;1_75119_9318;;AVENUE SIMON BOLIVAR;AVENUE MATHURIN MOREAU;Scoo>125;A;;;;;Cond;BL;A;Piéto;BL;A;Piéto;BL;A;;;
2013-02-11;09:50;75;119;220, RUE DE CRIMEE;1_75119_9332;;RUE DE CRIMEE;RUE DE L ESCAUT;VL;A;;;;;Cond;BL;A;;;;;;;;;
2012-01-29;11:45;75;119;207, RUE DE CRIMEE;1_75119_9398;;RUE DE CRIMEE;RUE ARCHEREAU;Cyclo;A;;;;;Piéto;BL;A;Cond;BL;A;;;;;;
2013-06-12;16:15;75;119;76, AVENUE DE FLANDRE;1_75119_9416;;AVENUE DE FLANDRE;IMPASSE DES ANGLAIS;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;
2013-06-06;10:05;75;119;40, AVENUE MATHURIN MORE;1_75119_9430;;AVENUE MATHURIN MOREAU;RUE HENRI MURGER;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-07-29;23:15;75;119;99, AVENUE DE FLANDRE;1_75119_9440;;AVENUE DE FLANDRE;ALLEE DES ORGUES DE FLANDRE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-06-27;22:10;75;119;54, RUE ARMAND CARREL;1_75119_9450;;RUE ARMAND CARREL;RUE DE MEAUX;Moto>125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;
2013-09-27;17:50;75;119;BPE VILLETTE AUBERVILLIE;1_75119_9492;;BD PERIPHERIQUE EXTERIEUR;ECH AUBERVILLIERS-DJ/19;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-01-07;17:10;75;119;10, BOULEVARD DE LA VILL;1_75119_9507;;BOULEVARD DE LA VILLETTE;PLACE JEAN ROSTAND;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-09-04;18:00;75;119;69, AVENUE SIMON BOLIVAR;1_75119_9567;;AVENUE SIMON BOLIVAR;RUE DE L ATLAS;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-26;08:25;75;119;184, RUE DE CRIMEE;1_75119_9568;;RUE DE CRIMEE;AVENUE DE FLANDRE;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;Pass;BL;B
2013-02-23;18:30;75;119;92, AVENUE DE FLANDRE;1_75119_9568;;AVENUE DE FLANDRE;RUE DE CRIMEE;VL;A;Bus;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;Pass;BL;B
2013-12-29;00:10;75;119;2, RUE MATHIS;1_75119_9568;;RUE DE CRIMEE;AVENUE DE FLANDRE;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-05-14;15:50;75;119;97, RUE DE MEAUX;1_75119_9572;;RUE DE MEAUX;PASSAGE DE MELUN;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-01-29;09:55;75;119;9, BOULEVARD DE LA VILLE;1_75119_9586;;BOULEVARD DE LA VILLETTE;RUE DE BELLEVILLE;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-01-09;09:30;75;119;RUE DE BELLEVILLE;1_75119_9586;;RUE DE BELLEVILLE;BOULEVARD DE LA VILLETTE;PL>7,5;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-11-11;15:20;75;119;2, BOULEVARD DE LA VILLE;1_75119_9586;;BOULEVARD DE LA VILLETTE;RUE DE BELLEVILLE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-09-19;09:30;75;119;119, AVENUE DE FLANDRE;1_75119_9632;;AVENUE DE FLANDRE;RUE DE JOINVILLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-06-25;23:45;75;119;76-78 BIS, RUE DE MEAUX;1_75119_9649;;RUE DE MEAUX;PASSAGE DE LA MOSELLE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-08-01;15:35;75;119;104, AVENUE DE FLANDRE;1_75119_9653;;AVENUE DE FLANDRE;IMPASSE DE JOINVILLE;Scoo<=50;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-01-10;18:30;75;119;14, RUE DE BELLEVILLE;1_75119_9709;;RUE DE BELLEVILLE;RUE JULES ROMAINS;Moto50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2013-07-28;11:20;75;119;92, RUE DE MEAUX;1_75119_9724;;RUE DE MEAUX;RUE CAVENDISH;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-02-17;07:58;75;119;94, AVENUE JEAN JAURES;1_75119_9773;;AVENUE JEAN JAURES;AVENUE DE LAUMIERE;VL;A;VL;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
